"speciesScientificName","type","projectID"
"Procyon lotor","B","EMML_RBS"
"Vulpes vulpes","B","EMML_RBS"
"Sciurus carolinensis","B","EMML_RBS"
"Didelphis virginiana","B","EMML_RBS"
"Odocoileus virginianus","B","EMML_RBS"
"Sylvilagus floridanus","B","EMML_RBS"
"Urocyon cinereoargenteus","B","EMML_RBS"
"Canis latrans","B","EMML_RBS"
"Marmota monax","B","EMML_RBS"
"Sylvilagus palustris","C","EMML_RBS"
"Sciurus niger","C","EMML_RBS"
"Lynx rufus","C","EMML_RBS"
"Mephitis mephitis","C","EMML_RBS"
"Castor canadensis","C","EMML_RBS"
"Lontra canadensis","C","EMML_RBS"
"Ondatra zibethicus","C","EMML_RBS"
"Neovison vison","C","EMML_RBS"
"Tamias striatus","A","EMML_REMA"
"Neotoma floridana","A","EMML_REMA"
"Glaucomys volans","A","EMML_REMA"
"Mustela frenata","A","EMML_REMA"
"Spilogale putorius","A","EMML_REMA"
"Mustela nivalis","A","EMML_REMA"
"Sus scrofa","A","EMML_REMA"
"Vulpes vulpes","B","EMML_REMA"
"Odocoileus virginianus","B","EMML_REMA"
"Sciurus carolinensis","B","EMML_REMA"
"Didelphis virginiana","B","EMML_REMA"
"Procyon lotor","B","EMML_REMA"
"Canis latrans","B","EMML_REMA"
"Sciurus niger","B","EMML_REMA"
"Marmota monax","B","EMML_REMA"
"Ursus americanus","B","EMML_REMA"
"Lynx rufus","B","EMML_REMA"
"Sylvilagus floridanus","B","EMML_REMA"
"Mephitis mephitis","B","EMML_REMA"
"Urocyon cinereoargenteus","B","EMML_REMA"
"Martes pennanti","B","EMML_REMA"
"Lontra canadensis","B","EMML_REMA"
"Sylvilagus palustris","C","EMML_REMA"
"Sylvilagus aquaticus","C","EMML_REMA"
"Dasypus novemcinctus","C","EMML_REMA"
"Lepus americanus","C","EMML_REMA"
"Sylvilagus obscurus","C","EMML_REMA"
"Erethizon dorsatum","C","EMML_REMA"
"Castor canadensis","C","EMML_REMA"
"Ondatra zibethicus","C","EMML_REMA"
"Phoca vitulina","C","EMML_REMA"
"Neovison vison","C","EMML_REMA"
"Vulpes vulpes","B","EMML_REMA"
"Odocoileus virginianus","B","EMML_REMA"
"Sciurus carolinensis","B","EMML_REMA"
"Didelphis virginiana","B","EMML_REMA"
"Procyon lotor","B","EMML_REMA"
"Canis latrans","B","EMML_REMA"
"Sciurus niger","B","EMML_REMA"
"Marmota monax","B","EMML_REMA"
"Ursus americanus","B","EMML_REMA"
"Lynx rufus","B","EMML_REMA"
"Sylvilagus floridanus","B","EMML_REMA"
"Mephitis mephitis","B","EMML_REMA"
"Urocyon cinereoargenteus","B","EMML_REMA"
"Martes pennanti","B","EMML_REMA"
"Lontra canadensis","B","EMML_REMA"
"Sylvilagus palustris","C","EMML_RLWK"
"Sciurus niger","C","EMML_RLWK"
"Lynx rufus","C","EMML_RLWK"
"Marmota monax","C","EMML_RLWK"
"Mephitis mephitis","C","EMML_RLWK"
"Lontra canadensis","C","EMML_RLWK"
"Ondatra zibethicus","C","EMML_RLWK"
"Neovison vison","C","EMML_RLWK"
"Glaucomys volans","A","EMML_SCBIF"
"Tamias striatus","A","EMML_SCBIF"
"Odocoileus virginianus","B","EMML_SCBIF"
"Sciurus carolinensis","B","EMML_SCBIF"
"Procyon lotor","B","EMML_SCBIF"
"Didelphis virginiana","B","EMML_SCBIF"
"Vulpes vulpes","B","EMML_SCBIF"
"Lynx rufus","B","EMML_SCBIF"
"Sylvilagus floridanus","B","EMML_SCBIF"
"Sciurus niger","B","EMML_SCBIF"
"Ursus americanus","B","EMML_SCBIF"
"Neovison vison","B","EMML_SCBIF"
"Canis latrans","B","EMML_SCBIF"
"Urocyon cinereoargenteus","B","EMML_SCBIF"
"Lepus americanus","C","EMML_SCBIF"
"Marmota monax","C","EMML_SCBIF"
"Mephitis mephitis","C","EMML_SCBIF"
"Castor canadensis","C","EMML_SCBIF"
"Lontra canadensis","C","EMML_SCBIF"
"Ondatra zibethicus","C","EMML_SCBIF"
"Oryx beisa","A","EMML_SDK"
"Helogale parvula","A","EMML_SDK"
"Hystrix cristata","A","EMML_SDK"
"Camelus dromedarius","A","EMML_SDK"
"Giraffa camelopardalis","A","EMML_SDK"
"Hippopotamus amphibius","A","EMML_SDK"
"Xerus erythropus","A","EMML_SDK"
"Xerus rutilus","A","EMML_SDK"
"Cephalophus silvicultor","A","EMML_SDK"
"Orycteropus afer","B","EMML_SDK"
"Syncerus caffer","B","EMML_SDK"
"Loxodonta africana","B","EMML_SDK"
"Lycaon pictus","B","EMML_SDK"
"Diceros bicornis","B","EMML_SDK"
"Canis mesomelas","B","EMML_SDK"
"Tragelaphus scriptus","B","EMML_SDK"
"Caracal caracal","B","EMML_SDK"
"Genetta maculata","B","EMML_SDK"
"Sylvicapra grimmia","B","EMML_SDK"
"Tragelaphus oryx","B","EMML_SDK"
"Genetta genetta","B","EMML_SDK"
"Phacochoerus africanus","B","EMML_SDK"
"Litocranius walleri","B","EMML_SDK"
"Nanger granti","B","EMML_SDK"
"Tragelaphus strepsiceros","B","EMML_SDK"
"Equus grevyi","B","EMML_SDK"
"Madoqua guentheri","B","EMML_SDK"
"Aepyceros melampus","B","EMML_SDK"
"Madoqua kirkii","B","EMML_SDK"
"Panthera pardus","B","EMML_SDK"
"Tragelaphus imberbis","B","EMML_SDK"
"Papio anubis","B","EMML_SDK"
"Equus quagga","B","EMML_SDK"
"Herpestes sanguineus","B","EMML_SDK"
"Crocuta crocuta","B","EMML_SDK"
"Raphicerus campestris","B","EMML_SDK"
"Hyaena hyaena","B","EMML_SDK"
"Eudorcas thomsonii","B","EMML_SDK"
"Chlorocebus pygerythrus","B","EMML_SDK"
"Kobus ellipsiprymnus","B","EMML_SDK"
"Ceratotherium simum","B","EMML_SDK"
"Ichneumia albicauda","B","EMML_SDK"
"Ictonyx striatus","B","EMML_SDK"
"Cercopithecus mitis","C","EMML_SDK"
"Otocyon megalotis","C","EMML_SDK"
"Dendrohyrax arboreus","C","EMML_SDK"
"Cricetomys ansorgei","C","EMML_SDK"
"Acinonyx jubatus","C","EMML_SDK"
"Redunca fulvorufula","C","EMML_SDK"
"Alcelaphus buselaphus","C","EMML_SDK"
"Lophiomys imhausi","C","EMML_SDK"
"Proteles cristata","C","EMML_SDK"
"Otolemur garnettii","C","EMML_SDK"
"Felis silvestris","C","EMML_SDK"
"Potamochoerus larvatus","C","EMML_SDK"
"Heterohyrax brucei","C","EMML_SDK"
"Gerbillus harwoodi","C","EMML_SDK"
"Erythrocebus patas","C","EMML_SDK"
"Lepus victoriae","C","EMML_SDK"
"Lepus capensis","C","EMML_SDK"
"Canis adustus","C","EMML_SDK"
"Oreotragus oreotragus","C","EMML_SDK"
"Civettictis civetta","C","EMML_SDK"
"Nandinia binotata","C","EMML_SDK"
"Hylochoerus meinertzhageni","C","EMML_SDK"
"Panthera leo","C","EMML_SDK"
"Gerbillus cosensis","C","EMML_SDK"
"Herpestes ichneumon","C","EMML_SDK"
"Thryonomys gregorianus","C","EMML_SDK"
"Procavia capensis","C","EMML_SDK"
"Smutsia temminckii","C","EMML_SDK"
"Redunca redunca","C","EMML_SDK"
"Mellivora capensis","C","EMML_SDK"
"Mungos mungo","C","EMML_SDK"
"Canis lupaster","C","EMML_SDK"
"Aonyx capensis","C","EMML_SDK"
"Leptailurus serval","C","EMML_SDK"
"Hydrictis maculicollis","C","EMML_SDK"
"Thryonomys swinderianus","C","EMML_SDK"
"Atilax paludinosus","C","EMML_SDK"
"Tamias striatus","A","EMML_SDNA"
"Procyon lotor","B","EMML_SDNA"
"Sciurus carolinensis","B","EMML_SDNA"
"Canis latrans","B","EMML_SDNA"
"Didelphis virginiana","B","EMML_SDNA"
"Odocoileus virginianus","B","EMML_SDNA"
"Urocyon cinereoargenteus","B","EMML_SDNA"
"Vulpes vulpes","B","EMML_SDNA"
"Ursus americanus","B","EMML_SDNA"
"Sylvilagus floridanus","B","EMML_SDNA"
"Lynx rufus","B","EMML_SDNA"
"Marmota monax","B","EMML_SDNA"
"Ondatra zibethicus","B","EMML_SDNA"
"Mephitis mephitis","B","EMML_SDNA"
"Sylvilagus palustris","C","EMML_SDNA"
"Sciurus niger","C","EMML_SDNA"
"Sylvilagus obscurus","C","EMML_SDNA"
"Castor canadensis","C","EMML_SDNA"
"Lontra canadensis","C","EMML_SDNA"
"Neovison vison","C","EMML_SDNA"
"Odocoileus hemionus","C","EMML_SEQU"
"Taxidea taxus","C","EMML_SEQU"
"Sylvilagus nuttallii","C","EMML_SEQU"
"Aplodontia rufa","C","EMML_SEQU"
"Neotamias panamintinus","C","EMML_SEQU"
"Lepus californicus","C","EMML_SEQU"
"Neotamias merriami","C","EMML_SEQU"
"Neotamias alpinus","C","EMML_SEQU"
"Otospermophilus beecheyi","C","EMML_SEQU"
"Neotamias speciosus","C","EMML_SEQU"
"Vulpes macrotis","C","EMML_SEQU"
"Martes pennanti","C","EMML_SEQU"
"Ovis canadensis","C","EMML_SEQU"
"Sylvilagus audubonii","C","EMML_SEQU"
"Callospermophilus lateralis","C","EMML_SEQU"
"Neotamias umbrinus","C","EMML_SEQU"
"Canis latrans","C","EMML_SEQU"
"Neotamias amoenus","C","EMML_SEQU"
"Bassariscus astutus","C","EMML_SEQU"
"Cervus canadensis","C","EMML_SEQU"
"Martes americana","C","EMML_SEQU"
"Erethizon dorsatum","C","EMML_SEQU"
"Sylvilagus bachmani","C","EMML_SEQU"
"Puma concolor","C","EMML_SEQU"
"Castor canadensis","C","EMML_SEQU"
"Lontra canadensis","C","EMML_SEQU"
"Ondatra zibethicus","C","EMML_SEQU"
"Neovison vison","C","EMML_SEQU"
"Urocyon cinereoargenteus","C","EMML_SERCF"
"Sciurus niger","C","EMML_SERCF"
"Marmota monax","C","EMML_SERCF"
"Canis latrans","C","EMML_SERCF"
"Mephitis mephitis","C","EMML_SERCF"
"Castor canadensis","C","EMML_SERCF"
"Lontra canadensis","C","EMML_SERCF"
"Ondatra zibethicus","C","EMML_SERCF"
"Neovison vison","C","EMML_SERCF"
"Cephalophus spadix","A","EMML_SH"
"Rhynchocyon petersi","A","EMML_SH"
"Bdeogale crassicauda","A","EMML_SH"
"Helogale parvula","A","EMML_SH"
"Hystrix cristata","A","EMML_SH"
"Phacochoerus aethiopicus","A","EMML_SH"
"Petrodromus tetradactylus","A","EMML_SH"
"Cricetomys gambianus","A","EMML_SH"
"Papio anubis","A","EMML_SH"
"Paraxerus palliatus","A","EMML_SH"
"Orycteropus afer","B","EMML_SH"
"Syncerus caffer","B","EMML_SH"
"Civettictis civetta","B","EMML_SH"
"Loxodonta africana","B","EMML_SH"
"Cercopithecus mitis","B","EMML_SH"
"Tragelaphus scriptus","B","EMML_SH"
"Potamochoerus larvatus","B","EMML_SH"
"Genetta maculata","B","EMML_SH"
"Sylvicapra grimmia","B","EMML_SH"
"Phacochoerus africanus","B","EMML_SH"
"Cephalophus harveyi","B","EMML_SH"
"Panthera pardus","B","EMML_SH"
"Atilax paludinosus","B","EMML_SH"
"Hippotragus niger","B","EMML_SH"
"Otolemur garnettii","B","EMML_SH"
"Crocuta crocuta","B","EMML_SH"
"Nesotragus moschatus","B","EMML_SH"
"Kobus ellipsiprymnus","B","EMML_SH"
"Papio cynocephalus","B","EMML_SH"
"Otocyon megalotis","C","EMML_SH"
"Dendrohyrax arboreus","C","EMML_SH"
"Chlorocebus pygerythrus","C","EMML_SH"
"Cricetomys ansorgei","C","EMML_SH"
"Alcelaphus buselaphus","C","EMML_SH"
"Proteles cristata","C","EMML_SH"
"Ceratotherium simum","C","EMML_SH"
"Diceros bicornis","C","EMML_SH"
"Felis silvestris","C","EMML_SH"
"Ichneumia albicauda","C","EMML_SH"
"Herpestes sanguineus","C","EMML_SH"
"Heterohyrax brucei","C","EMML_SH"
"Dendrohyrax validus","C","EMML_SH"
"Bdeogale omnivora","C","EMML_SH"
"Philantomba monticola","C","EMML_SH"
"Equus quagga","C","EMML_SH"
"Genetta genetta","C","EMML_SH"
"Lepus capensis","C","EMML_SH"
"Canis adustus","C","EMML_SH"
"Ictonyx striatus","C","EMML_SH"
"Otolemur crassicaudatus","C","EMML_SH"
"Caracal caracal","C","EMML_SH"
"Paragalago cocos","C","EMML_SH"
"Colobus angolensis","C","EMML_SH"
"Herpestes ichneumon","C","EMML_SH"
"Thryonomys gregorianus","C","EMML_SH"
"Canis mesomelas","C","EMML_SH"
"Hyaena hyaena","C","EMML_SH"
"Smutsia temminckii","C","EMML_SH"
"Aepyceros melampus","C","EMML_SH"
"Redunca redunca","C","EMML_SH"
"Mellivora capensis","C","EMML_SH"
"Mungos mungo","C","EMML_SH"
"Aonyx capensis","C","EMML_SH"
"Leptailurus serval","C","EMML_SH"
"Thryonomys swinderianus","C","EMML_SH"
"Glaucomys volans","A","EMML_SMTB"
"Spilogale putorius","A","EMML_SMTB"
"Mustela frenata","A","EMML_SMTB"
"Odocoileus virginianus","B","EMML_SMTB"
"Procyon lotor","B","EMML_SMTB"
"Canis latrans","B","EMML_SMTB"
"Sciurus carolinensis","B","EMML_SMTB"
"Sylvilagus floridanus","B","EMML_SMTB"
"Didelphis virginiana","B","EMML_SMTB"
"Lynx rufus","B","EMML_SMTB"
"Ursus americanus","B","EMML_SMTB"
"Mephitis mephitis","B","EMML_SMTB"
"Urocyon cinereoargenteus","B","EMML_SMTB"
"Sciurus niger","B","EMML_SMTB"
"Vulpes vulpes","B","EMML_SMTB"
"Marmota monax","B","EMML_SMTB"
"Castor canadensis","C","EMML_SMTB"
"Lontra canadensis","C","EMML_SMTB"
"Ondatra zibethicus","C","EMML_SMTB"
"Neovison vison","C","EMML_SMTB"
"Odocoileus virginianus","B","EMML_SMTB"
"Procyon lotor","B","EMML_SMTB"
"Canis latrans","B","EMML_SMTB"
"Sciurus carolinensis","B","EMML_SMTB"
"Sylvilagus floridanus","B","EMML_SMTB"
"Didelphis virginiana","B","EMML_SMTB"
"Lynx rufus","B","EMML_SMTB"
"Ursus americanus","B","EMML_SMTB"
"Mephitis mephitis","B","EMML_SMTB"
"Urocyon cinereoargenteus","B","EMML_SMTB"
"Sciurus niger","B","EMML_SMTB"
"Vulpes vulpes","B","EMML_SMTB"
"Marmota monax","B","EMML_SMTB"
"Urocyon cinereoargenteus","C","EMML_SSAM"
"Vulpes vulpes","C","EMML_SSAM"
"Didelphis virginiana","C","EMML_SSAM"
"Martes pennanti","C","EMML_SSAM"
"Marmota monax","C","EMML_SSAM"
"Mephitis mephitis","C","EMML_SSAM"
"Sciurus carolinensis","C","EMML_SSAM"
"Erethizon dorsatum","C","EMML_SSAM"
"Alces alces","C","EMML_SSAM"
"Castor canadensis","C","EMML_SSAM"
"Lontra canadensis","C","EMML_SSAM"
"Ondatra zibethicus","C","EMML_SSAM"
"Neovison vison","C","EMML_SSAM"
"Tamias striatus","A","EMML_TCTS"
"Glaucomys volans","A","EMML_TCTS"
"Sciurus carolinensis","B","EMML_TCTS"
"Odocoileus virginianus","B","EMML_TCTS"
"Procyon lotor","B","EMML_TCTS"
"Vulpes vulpes","B","EMML_TCTS"
"Didelphis virginiana","B","EMML_TCTS"
"Urocyon cinereoargenteus","B","EMML_TCTS"
"Canis latrans","B","EMML_TCTS"
"Lynx rufus","B","EMML_TCTS"
"Sciurus niger","B","EMML_TCTS"
"Sylvilagus floridanus","B","EMML_TCTS"
"Mephitis mephitis","B","EMML_TCTS"
"Marmota monax","B","EMML_TCTS"
"Ursus americanus","C","EMML_TCTS"
"Sylvilagus palustris","C","EMML_TCTS"
"Castor canadensis","C","EMML_TCTS"
"Lontra canadensis","C","EMML_TCTS"
"Ondatra zibethicus","C","EMML_TCTS"
"Neovison vison","C","EMML_TCTS"
"Tamias striatus","A","EMML_TRCFP"
"Sciurus niger","B","EMML_TRCFP"
"Odocoileus virginianus","B","EMML_TRCFP"
"Procyon lotor","B","EMML_TRCFP"
"Canis latrans","B","EMML_TRCFP"
"Sciurus carolinensis","B","EMML_TRCFP"
"Didelphis virginiana","B","EMML_TRCFP"
"Dasypus novemcinctus","B","EMML_TRCFP"
"Marmota monax","B","EMML_TRCFP"
"Vulpes vulpes","B","EMML_TRCFP"
"Lynx rufus","B","EMML_TRCFP"
"Urocyon cinereoargenteus","B","EMML_TRCFP"
"Mephitis mephitis","B","EMML_TRCFP"
"Ictidomys tridecemlineatus","C","EMML_TRCFP"
"Poliocitellus franklinii","C","EMML_TRCFP"
"Sylvilagus floridanus","C","EMML_TRCFP"
"Castor canadensis","C","EMML_TRCFP"
"Lontra canadensis","C","EMML_TRCFP"
"Ondatra zibethicus","C","EMML_TRCFP"
"Neovison vison","C","EMML_TRCFP"
"Neotoma fuscipes","A","EMML_UCSC"
"Sciurus carolinensis","B","EMML_UCSC"
"Odocoileus hemionus","B","EMML_UCSC"
"Canis latrans","B","EMML_UCSC"
"Mephitis mephitis","B","EMML_UCSC"
"Sylvilagus bachmani","B","EMML_UCSC"
"Lynx rufus","B","EMML_UCSC"
"Sciurus griseus","B","EMML_UCSC"
"Didelphis virginiana","B","EMML_UCSC"
"Urocyon cinereoargenteus","C","EMML_UCSC"
"Taxidea taxus","C","EMML_UCSC"
"Lepus californicus","C","EMML_UCSC"
"Neotamias merriami","C","EMML_UCSC"
"Otospermophilus beecheyi","C","EMML_UCSC"
"Sylvilagus audubonii","C","EMML_UCSC"
"Procyon lotor","C","EMML_UCSC"
"Bassariscus astutus","C","EMML_UCSC"
"Puma concolor","C","EMML_UCSC"
"Lontra canadensis","C","EMML_UCSC"
"Tamias striatus","A","EMML_UTW"
"Glaucomys sabrinus","A","EMML_UTW"
"Glaucomys volans","A","EMML_UTW"
"Tamiasciurus hudsonicus","A","EMML_UTW"
"Mustela frenata","A","EMML_UTW"
"Ursus americanus","B","EMML_UTW"
"Sciurus carolinensis","B","EMML_UTW"
"Odocoileus virginianus","B","EMML_UTW"
"Procyon lotor","B","EMML_UTW"
"Canis latrans","B","EMML_UTW"
"Vulpes vulpes","B","EMML_UTW"
"Didelphis virginiana","B","EMML_UTW"
"Sciurus niger","B","EMML_UTW"
"Castor canadensis","B","EMML_UTW"
"Sylvilagus floridanus","B","EMML_UTW"
"Mephitis mephitis","B","EMML_UTW"
"Marmota monax","B","EMML_UTW"
"Lynx rufus","B","EMML_UTW"
"Urocyon cinereoargenteus","B","EMML_UTW"
"Sylvilagus obscurus","B","EMML_UTW"
"Neovison vison","B","EMML_UTW"
"Martes pennanti","C","EMML_UTW"
"Lepus americanus","C","EMML_UTW"
"Lontra canadensis","C","EMML_UTW"
"Ondatra zibethicus","C","EMML_UTW"
"Phoca vitulina","C","EMML_UTW"
"Ursus americanus","B","EMML_UTW"
"Sciurus carolinensis","B","EMML_UTW"
"Odocoileus virginianus","B","EMML_UTW"
"Procyon lotor","B","EMML_UTW"
"Canis latrans","B","EMML_UTW"
"Vulpes vulpes","B","EMML_UTW"
"Didelphis virginiana","B","EMML_UTW"
"Sciurus niger","B","EMML_UTW"
"Castor canadensis","B","EMML_UTW"
"Sylvilagus floridanus","B","EMML_UTW"
"Mephitis mephitis","B","EMML_UTW"
"Marmota monax","B","EMML_UTW"
"Lynx rufus","B","EMML_UTW"
"Urocyon cinereoargenteus","B","EMML_UTW"
"Sylvilagus obscurus","B","EMML_UTW"
"Neovison vison","B","EMML_UTW"
"Urocyon cinereoargenteus","C","EMML_WCDI"
"Castor canadensis","C","EMML_WCDI"
"Lontra canadensis","C","EMML_WCDI"
"Ondatra zibethicus","C","EMML_WCDI"
"Neovison vison","C","EMML_WCDI"
"Ursus americanus","B","EMML_UTW"
"Sciurus carolinensis","B","EMML_UTW"
"Odocoileus virginianus","B","EMML_UTW"
"Procyon lotor","B","EMML_UTW"
"Canis latrans","B","EMML_UTW"
"Vulpes vulpes","B","EMML_UTW"
"Didelphis virginiana","B","EMML_UTW"
"Sciurus niger","B","EMML_UTW"
"Castor canadensis","B","EMML_UTW"
"Sylvilagus floridanus","B","EMML_UTW"
"Mephitis mephitis","B","EMML_UTW"
"Marmota monax","B","EMML_UTW"
"Lynx rufus","B","EMML_UTW"
"Urocyon cinereoargenteus","B","EMML_UTW"
"Sylvilagus obscurus","B","EMML_UTW"
"Neovison vison","B","EMML_UTW"
"Urocyon cinereoargenteus","C","EMML_WVUWF"
"Taxidea taxus","C","EMML_WVUWF"
"Martes pennanti","C","EMML_WVUWF"
"Lynx rufus","C","EMML_WVUWF"
"Mephitis mephitis","C","EMML_WVUWF"
"Castor canadensis","C","EMML_WVUWF"
"Lontra canadensis","C","EMML_WVUWF"
"Ondatra zibethicus","C","EMML_WVUWF"
"Neovison vison","C","EMML_WVUWF"
"Ursus americanus","B","EMML_UTW"
"Sciurus carolinensis","B","EMML_UTW"
"Odocoileus virginianus","B","EMML_UTW"
"Procyon lotor","B","EMML_UTW"
"Canis latrans","B","EMML_UTW"
"Vulpes vulpes","B","EMML_UTW"
"Didelphis virginiana","B","EMML_UTW"
"Sciurus niger","B","EMML_UTW"
"Castor canadensis","B","EMML_UTW"
"Sylvilagus floridanus","B","EMML_UTW"
"Mephitis mephitis","B","EMML_UTW"
"Marmota monax","B","EMML_UTW"
"Lynx rufus","B","EMML_UTW"
"Urocyon cinereoargenteus","B","EMML_UTW"
"Sylvilagus obscurus","B","EMML_UTW"
"Neovison vison","B","EMML_UTW"
"Urocyon cinereoargenteus","C","EMML_WYWP"
"Ursus americanus","C","EMML_WYWP"
"Sciurus niger","C","EMML_WYWP"
"Lepus americanus","C","EMML_WYWP"
"Lynx rufus","C","EMML_WYWP"
"Canis latrans","C","EMML_WYWP"
"Mephitis mephitis","C","EMML_WYWP"
"Castor canadensis","C","EMML_WYWP"
"Ondatra zibethicus","C","EMML_WYWP"
"Neovison vison","C","EMML_WYWP"
"Lepus saxatilis","A","GC"
"Galago senegalensis","A","GC"
"Loxodonta africana","B","GC"
"Kobus ellipsiprymnus","B","GC"
"Kobus kob","B","GC"
"Papio anubis","B","GC"
"Tragelaphus scriptus","B","GC"
"Genetta pardina","B","GC"
"Phacochoerus africanus","B","GC"
"Panthera pardus","B","GC"
"Ichneumia albicauda","B","GC"
"Orycteropus afer","B","GC"
"Crocuta crocuta","B","GC"
"Hippotragus equinus","B","GC"
"Erythrocebus patas","B","GC"
"Ourebia ourebi","B","GC"
"Syncerus caffer","B","GC"
"Alcelaphus buselaphus","B","GC"
"Chlorocebus sabaeus","B","GC"
"Civettictis civetta","B","GC"
"Hystrix cristata","B","GC"
"Cephalophus rufilatus","B","GC"
"Sylvicapra grimmia","B","GC"
"Caracal caracal","B","GC"
"Thryonomys swinderianus","B","GC"
"Cricetomys gambianus","B","GC"
"Canis adustus","B","GC"
"Atilax paludinosus","B","GC"
"Xerus erythropus","B","GC"
"Mungos gambianus","B","GC"
"Colobus vellerosus","C","GC"
"Felis silvestris","C","GC"
"Herpestes sanguineus","C","GC"
"Lepus victoriae","C","GC"
"Genetta genetta","C","GC"
"Ictonyx striatus","C","GC"
"Genetta thierryi","C","GC"
"Cephalophus silvicultor","C","GC"
"Phataginus tetradactyla","C","GC"
"Herpestes ichneumon","C","GC"
"Smutsia gigantea","C","GC"
"Hyaena hyaena","C","GC"
"Procavia capensis","C","GC"
"Redunca redunca","C","GC"
"Mellivora capensis","C","GC"
"Phataginus tricuspis","C","GC"
"Aonyx capensis","C","GC"
"Leptailurus serval","C","GC"
"Sciurus vulgaris","A","ITBD"
"Puma concolor","A","ITBD"
"Lynx canadensis","B","ITBD"
"Lepus americanus","B","ITBD"
"Canis latrans","B","ITBD"
"Odocoileus virginianus","B","ITBD"
"Martes pennanti","B","ITBD"
"Canis lupus","B","ITBD"
"Alces alces","B","ITBD"
"Vulpes vulpes","B","ITBD"
"Rangifer tarandus","B","ITBD"
"Martes americana","B","ITBD"
"Ursus americanus","B","ITBD"
"Lontra canadensis","B","ITBD"
"Odocoileus hemionus","C","ITBD"
"Taxidea taxus","C","ITBD"
"Neotamias minimus","C","ITBD"
"Procyon lotor","C","ITBD"
"Gulo gulo","C","ITBD"
"Marmota monax","C","ITBD"
"Mephitis mephitis","C","ITBD"
"Erethizon dorsatum","C","ITBD"
"Castor canadensis","C","ITBD"
"Ondatra zibethicus","C","ITBD"
"Neovison vison","C","ITBD"
"Lynx canadensis","B","ITBD"
"Lepus americanus","B","ITBD"
"Canis latrans","B","ITBD"
"Odocoileus virginianus","B","ITBD"
"Martes pennanti","B","ITBD"
"Canis lupus","B","ITBD"
"Alces alces","B","ITBD"
"Vulpes vulpes","B","ITBD"
"Rangifer tarandus","B","ITBD"
"Martes americana","B","ITBD"
"Ursus americanus","B","ITBD"
"Lontra canadensis","B","ITBD"
"Cercopithecus mitis","C","SRGT"
"Dendrohyrax arboreus","C","SRGT"
"Cricetomys ansorgei","C","SRGT"
"Erythrocebus baumstarki","C","SRGT"
"Redunca fulvorufula","C","SRGT"
"Pronolagus rupestris","C","SRGT"
"Tragelaphus imberbis","C","SRGT"
"Ceratotherium simum","C","SRGT"
"Ichneumia albicauda","C","SRGT"
"Herpestes sanguineus","C","SRGT"
"Hystrix africaeaustralis","C","SRGT"
"Potamochoerus larvatus","C","SRGT"
"Bdeogale crassicauda","C","SRGT"
"Heterohyrax brucei","C","SRGT"
"Tragelaphus strepsiceros","C","SRGT"
"Gerbillus harwoodi","C","SRGT"
"Philantomba monticola","C","SRGT"
"Lepus capensis","C","SRGT"
"Canis adustus","C","SRGT"
"Oreotragus oreotragus","C","SRGT"
"Ourebia ourebi","C","SRGT"
"Otolemur crassicaudatus","C","SRGT"
"Nandinia binotata","C","SRGT"
"Colobus guereza","C","SRGT"
"Herpestes ichneumon","C","SRGT"
"Hippotragus equinus","C","SRGT"
"Pedetes surdaster","C","SRGT"
"Thryonomys gregorianus","C","SRGT"
"Genetta maculata","C","SRGT"
"Anomalurus derbianus","C","SRGT"
"Procavia capensis","C","SRGT"
"Smutsia temminckii","C","SRGT"
"Sylvicapra grimmia","C","SRGT"
"Raphicerus campestris","C","SRGT"
"Canis lupaster","C","SRGT"
"Aonyx capensis","C","SRGT"
"Hydrictis maculicollis","C","SRGT"
"Thryonomys swinderianus","C","SRGT"
"Atilax paludinosus","C","SRGT"
"Tragulus javanicus","A","TEAMS_BBS"
"Presbytis melalophos","A","TEAMS_BBS"
"Pardofelis marmorata","A","TEAMS_BBS"
"Muntiacus montanus","A","TEAMS_BBS"
"Muntiacus muntjak","B","TEAMS_BBS"
"Macaca nemestrina","B","TEAMS_BBS"
"Helarctos malayanus","B","TEAMS_BBS"
"Rusa unicolor","B","TEAMS_BBS"
"Sus scrofa","B","TEAMS_BBS"
"Tragulus napu","B","TEAMS_BBS"
"Tapirus indicus","B","TEAMS_BBS"
"Symphalangus syndactylus","B","TEAMS_BBS"
"Manis javanica","B","TEAMS_BBS"
"Panthera tigris","B","TEAMS_BBS"
"Prionailurus bengalensis","B","TEAMS_BBS"
"Elephas maximus","B","TEAMS_BBS"
"Cuon alpinus","B","TEAMS_BBS"
"Catopuma temminckii","B","TEAMS_BBS"
"Neofelis diardi","B","TEAMS_BBS"
"Prionodon linsang","B","TEAMS_BBS"
"Arctogalidia trivirgata","B","TEAMS_BBS"
"Paguma larvata","B","TEAMS_BBS"
"Macaca fascicularis","B","TEAMS_BBS"
"Hemigalus derbyanus","B","TEAMS_BBS"
"Cynogale bennettii","B","TEAMS_BBS"
"Arctictis binturong","B","TEAMS_BBS"
"Lutra lutra","B","TEAMS_BBS"
"Herpestes brachyurus","B","TEAMS_BBS"
"Tragulus kanchil","B","TEAMS_BBS"
"Paradoxurus hermaphroditus","B","TEAMS_BBS"
"Aonyx cinereus","B","TEAMS_BBS"
"Capricornis sumatraensis","B","TEAMS_BBS"
"Martes flavigula","B","TEAMS_BBS"
