"speciesScientificName","type","projectID"
"Tragulus kanchil","B","TEAMS_PSH"
"Herpestes brachyurus","B","TEAMS_PSH"
"Martes flavigula","B","TEAMS_PSH"
"Muntiacus muntjak","B","TEAMS_PSH"
"Paguma larvata","B","TEAMS_PSH"
"Hemigalus derbyanus","B","TEAMS_PSH"
"Arctictis binturong","B","TEAMS_PSH"
"Panthera pardus","B","TEAMS_PSH"
"Viverra zibetha","B","TEAMS_PSH"
"Trachypithecus obscurus","B","TEAMS_PSH"
"Prionodon linsang","B","TEAMS_PSH"
"Rusa unicolor","B","TEAMS_PSH"
"Presbytis siamensis","B","TEAMS_PSH"
"Prionailurus bengalensis","B","TEAMS_PSH"
"Manis javanica","B","TEAMS_PSH"
"Pardofelis marmorata","B","TEAMS_PSH"
"Neofelis nebulosa","B","TEAMS_PSH"
"Tragulus napu","B","TEAMS_PSH"
"Viverra tangalunga","B","TEAMS_PSH"
"Hystrix brachyura","C","TEAMS_PSH"
"Sus barbatus","C","TEAMS_PSH"
"Arctogalidia trivirgata","C","TEAMS_PSH"
"Symphalangus syndactylus","C","TEAMS_PSH"
"Nycticebus coucang","C","TEAMS_PSH"
"Petaurista elegans","C","TEAMS_PSH"
"Aeromys tephromelas","C","TEAMS_PSH"
"Hylobates lar","C","TEAMS_PSH"
"Atherurus macrourus","C","TEAMS_PSH"
"Ratufa affinis","C","TEAMS_PSH"
"Ratufa bicolor","C","TEAMS_PSH"
"Petaurista petaurista","C","TEAMS_PSH"
"Viverricula indica","C","TEAMS_PSH"
"Herpestes javanicus","C","TEAMS_PSH"
"Mustela nudipes","C","TEAMS_PSH"
"Rhizomys sumatrensis","C","TEAMS_PSH"
"Cynogale bennettii","C","TEAMS_PSH"
"Paradoxurus hermaphroditus","C","TEAMS_PSH"
"Galeopterus variegatus","C","TEAMS_PSH"
"Maxomys tajuddinii","C","TEAMS_PSH"
"Lutra sumatrana","C","TEAMS_PSH"
"Lutrogale perspicillata","C","TEAMS_PSH"
"Aonyx cinereus","C","TEAMS_PSH"
"Potamochoerus larvatus","A","TEAMS_RNF"
"Hemicentetes nigriceps","A","TEAMS_RNF"
"Setifer setosus","A","TEAMS_RNF"
"Microgale cowani","A","TEAMS_RNF"
"Hemicentetes semispinosus","A","TEAMS_RNF"
"Cheirogaleus major","A","TEAMS_RNF"
"Eulemur fulvus","A","TEAMS_RNF"
"Canis lupus","A","TEAMS_RNF"
"Fossa fossana","B","TEAMS_RNF"
"Galidia elegans","B","TEAMS_RNF"
"Tenrec ecaudatus","B","TEAMS_RNF"
"Eulemur rufifrons","B","TEAMS_RNF"
"Cryptoprocta ferox","B","TEAMS_RNF"
"Galidictis fasciata","B","TEAMS_RNF"
"Daubentonia madagascariensis","B","TEAMS_RNF"
"Eupleres goudotii","B","TEAMS_RNF"
"Eulemur rubriventer","B","TEAMS_RNF"
"Hapalemur griseus","B","TEAMS_RNF"
"Propithecus edwardsi","B","TEAMS_RNF"
"Lepilemur microdon","B","TEAMS_RNF"
"Hapalemur aureus","B","TEAMS_RNF"
"Microgale majori","C","TEAMS_RNF"
"Cheirogaleus grovesi","C","TEAMS_RNF"
"Avahi peyrierasi","C","TEAMS_RNF"
"Varecia variegata","C","TEAMS_RNF"
"Prolemur simus","C","TEAMS_RNF"
"Loxodonta africana","A","TEAMS_UDZ"
"Procolobus gordonorum","A","TEAMS_UDZ"
"Rhynchocyon cirnei","A","TEAMS_UDZ"
"Petrodromus tetradactylus","A","TEAMS_UDZ"
"Rhynchocyon udzungwensis","A","TEAMS_UDZ"
"Atilax paludinosus","B","TEAMS_UDZ"
"Bdeogale crassicauda","B","TEAMS_UDZ"
"Cercocebus sanjei","B","TEAMS_UDZ"
"Cephalophus harveyi","B","TEAMS_UDZ"
"Cephalophus spadix","B","TEAMS_UDZ"
"Panthera pardus","B","TEAMS_UDZ"
"Civettictis civetta","B","TEAMS_UDZ"
"Potamochoerus larvatus","B","TEAMS_UDZ"
"Nesotragus moschatus","B","TEAMS_UDZ"
"Papio cynocephalus","B","TEAMS_UDZ"
"Colobus angolensis","B","TEAMS_UDZ"
"Nandinia binotata","B","TEAMS_UDZ"
"Genetta servalina","B","TEAMS_UDZ"
"Cercopithecus mitis","B","TEAMS_UDZ"
"Mellivora capensis","B","TEAMS_UDZ"
"Dendrohyrax validus","B","TEAMS_UDZ"
"Mungos mungo","B","TEAMS_UDZ"
"Syncerus caffer","B","TEAMS_UDZ"
"Tragelaphus scriptus","B","TEAMS_UDZ"
"Crocuta crocuta","B","TEAMS_UDZ"
"Leptailurus serval","B","TEAMS_UDZ"
"Dendrohyrax arboreus","B","TEAMS_UDZ"
"Orycteropus afer","B","TEAMS_UDZ"
"Otocyon megalotis","C","TEAMS_UDZ"
"Redunca arundinum","C","TEAMS_UDZ"
"Chlorocebus pygerythrus","C","TEAMS_UDZ"
"Cricetomys ansorgei","C","TEAMS_UDZ"
"Paraxerus vexillarius","C","TEAMS_UDZ"
"Kobus ellipsiprymnus","C","TEAMS_UDZ"
"Alcelaphus buselaphus","C","TEAMS_UDZ"
"Piliocolobus gordonorum","C","TEAMS_UDZ"
"Proteles cristata","C","TEAMS_UDZ"
"Otolemur garnettii","C","TEAMS_UDZ"
"Rhynchogale melleri","C","TEAMS_UDZ"
"Diceros bicornis","C","TEAMS_UDZ"
"Felis silvestris","C","TEAMS_UDZ"
"Giraffa camelopardalis","C","TEAMS_UDZ"
"Ichneumia albicauda","C","TEAMS_UDZ"
"Herpestes sanguineus","C","TEAMS_UDZ"
"Hystrix africaeaustralis","C","TEAMS_UDZ"
"Heterohyrax brucei","C","TEAMS_UDZ"
"Hylomyscus arcimontensis","C","TEAMS_UDZ"
"Tragelaphus strepsiceros","C","TEAMS_UDZ"
"Philantomba monticola","C","TEAMS_UDZ"
"Lepus victoriae","C","TEAMS_UDZ"
"Genetta genetta","C","TEAMS_UDZ"
"Canis adustus","C","TEAMS_UDZ"
"Phacochoerus africanus","C","TEAMS_UDZ"
"Ictonyx striatus","C","TEAMS_UDZ"
"Oreotragus oreotragus","C","TEAMS_UDZ"
"Tragelaphus oryx","C","TEAMS_UDZ"
"Acomys ngurui","C","TEAMS_UDZ"
"Otolemur crassicaudatus","C","TEAMS_UDZ"
"Hystrix cristata","C","TEAMS_UDZ"
"Caracal caracal","C","TEAMS_UDZ"
"Panthera leo","C","TEAMS_UDZ"
"Connochaetes taurinus","C","TEAMS_UDZ"
"Herpestes ichneumon","C","TEAMS_UDZ"
"Hippotragus niger","C","TEAMS_UDZ"
"Thryonomys gregorianus","C","TEAMS_UDZ"
"Genetta maculata","C","TEAMS_UDZ"
"Paragalago zanzibaricus","C","TEAMS_UDZ"
"Anomalurus derbianus","C","TEAMS_UDZ"
"Smutsia temminckii","C","TEAMS_UDZ"
"Sylvicapra grimmia","C","TEAMS_UDZ"
"Aepyceros melampus","C","TEAMS_UDZ"
"Paragalago orinus","C","TEAMS_UDZ"
"Redunca redunca","C","TEAMS_UDZ"
"Aonyx capensis","C","TEAMS_UDZ"
"Hippopotamus amphibius","C","TEAMS_UDZ"
"Thryonomys swinderianus","C","TEAMS_UDZ"
"Marmosa mexicana","A","TEAMS_VB"
"Metachirus nudicaudatus","A","TEAMS_VB"
"Caluromys derbianus","A","TEAMS_VB"
"Canis lupus","A","TEAMS_VB"
"Cebus capucinus","A","TEAMS_VB"
"Pecari tajacu","B","TEAMS_VB"
"Dasypus novemcinctus","B","TEAMS_VB"
"Didelphis marsupialis","B","TEAMS_VB"
"Leopardus pardalis","B","TEAMS_VB"
"Eira barbara","B","TEAMS_VB"
"Puma concolor","B","TEAMS_VB"
"Nasua narica","B","TEAMS_VB"
"Tapirus bairdii","B","TEAMS_VB"
"Mazama temama","B","TEAMS_VB"
"Tamandua mexicana","B","TEAMS_VB"
"Herpailurus yagouaroundi","B","TEAMS_VB"
"Conepatus semistriatus","B","TEAMS_VB"
"Leopardus wiedii","B","TEAMS_VB"
"Philander opossum","B","TEAMS_VB"
"Panthera onca","B","TEAMS_VB"
"Procyon lotor","B","TEAMS_VB"
"Bassariscus sumichrasti","B","TEAMS_VB"
"Odocoileus virginianus","B","TEAMS_VB"
"Leopardus tigrinus","B","TEAMS_VB"
"Heterogeomys cherriei","C","TEAMS_VB"
"Urocyon cinereoargenteus","C","TEAMS_VB"
"Marmosa alstoni","C","TEAMS_VB"
"Cabassous centralis","C","TEAMS_VB"
"Handleyomys alfaroi","C","TEAMS_VB"
"Coendou mexicanus","C","TEAMS_VB"
"Sylvilagus gabbi","C","TEAMS_VB"
"Cuniculus paca","C","TEAMS_VB"
"Alouatta palliata","C","TEAMS_VB"
"Choloepus hoffmanni","C","TEAMS_VB"
"Transandinomys bolivaris","C","TEAMS_VB"
"Didelphis virginiana","C","TEAMS_VB"
"Bradypus variegatus","C","TEAMS_VB"
"Nephelomys devius","C","TEAMS_VB"
"Bassaricyon gabbii","C","TEAMS_VB"
"Potos flavus","C","TEAMS_VB"
"Ateles geoffroyi","C","TEAMS_VB"
"Dasyprocta punctata","C","TEAMS_VB"
"Cebus imitator","C","TEAMS_VB"
"Myrmecophaga tridactyla","C","TEAMS_VB"
"Galictis vittata","C","TEAMS_VB"
"Canis latrans","C","TEAMS_VB"
"Chironectes minimus","C","TEAMS_VB"
"Lontra longicaudis","C","TEAMS_VB"
"All_in","NA","TEAMS_VIR"
"Cercopithecus mitis","B","TEAMS_VIR"
"Cephalophus nigrifrons","B","TEAMS_VIR"
"Leptailurus serval","B","TEAMS_VIR"
"Tragelaphus scriptus","B","TEAMS_VIR"
"Syncerus caffer","B","TEAMS_VIR"
"Dendrohyrax arboreus","B","TEAMS_VIR"
"Genetta servalina","B","TEAMS_VIR"
"Gorilla beringei","B","TEAMS_VIR"
"Caracal aurata","B","TEAMS_VIR"
"Canis adustus","B","TEAMS_VIR"
"Loxodonta africana","B","TEAMS_VIR"
"Herpestes sanguineus","B","TEAMS_VIR"
"Chlorocebus tantalus","C","TEAMS_VIR"
"Chlorocebus pygerythrus","C","TEAMS_VIR"
"Atherurus africanus","C","TEAMS_VIR"
"Orycteropus afer","C","TEAMS_VIR"
"Kobus ellipsiprymnus","C","TEAMS_VIR"
"Hylomyscus vulcanorum","C","TEAMS_VIR"
"Cercopithecus ascanius","C","TEAMS_VIR"
"Ceratotherium simum","C","TEAMS_VIR"
"Diceros bicornis","C","TEAMS_VIR"
"Ichneumia albicauda","C","TEAMS_VIR"
"Dendromus kivu","C","TEAMS_VIR"
"Hystrix africaeaustralis","C","TEAMS_VIR"
"Potamochoerus larvatus","C","TEAMS_VIR"
"Philantomba monticola","C","TEAMS_VIR"
"Phacochoerus africanus","C","TEAMS_VIR"
"Ictonyx striatus","C","TEAMS_VIR"
"Genetta victoriae","C","TEAMS_VIR"
"Civettictis civetta","C","TEAMS_VIR"
"Cephalophus silvicultor","C","TEAMS_VIR"
"Galagoides demidoff","C","TEAMS_VIR"
"Galagoides thomasi","C","TEAMS_VIR"
"Otolemur crassicaudatus","C","TEAMS_VIR"
"Nandinia binotata","C","TEAMS_VIR"
"Cricetomys emini","C","TEAMS_VIR"
"Hystrix cristata","C","TEAMS_VIR"
"Perodicticus ibeanus","C","TEAMS_VIR"
"Hylochoerus meinertzhageni","C","TEAMS_VIR"
"Lophocebus albigena","C","TEAMS_VIR"
"Herpestes ichneumon","C","TEAMS_VIR"
"Smutsia gigantea","C","TEAMS_VIR"
"Thryonomys gregorianus","C","TEAMS_VIR"
"Papio anubis","C","TEAMS_VIR"
"Genetta maculata","C","TEAMS_VIR"
"Anomalurus derbianus","C","TEAMS_VIR"
"Procavia capensis","C","TEAMS_VIR"
"Sylvicapra grimmia","C","TEAMS_VIR"
"Crocuta crocuta","C","TEAMS_VIR"
"Cephalophus weynsi","C","TEAMS_VIR"
"Mellivora capensis","C","TEAMS_VIR"
"Mungos mungo","C","TEAMS_VIR"
"Phataginus tricuspis","C","TEAMS_VIR"
"Canis lupaster","C","TEAMS_VIR"
"Aonyx congicus","C","TEAMS_VIR"
"Hydrictis maculicollis","C","TEAMS_VIR"
"Potamogale velox","C","TEAMS_VIR"
"Thryonomys swinderianus","C","TEAMS_VIR"
"Tragelaphus spekii","C","TEAMS_VIR"
"Atilax paludinosus","C","TEAMS_VIR"
"Puma concolor","A","TEAMS_YAN"
"Eira barbara","A","TEAMS_YAN"
"Procyon cancrivorus","A","TEAMS_YAN"
"Leopardus wiedii","A","TEAMS_YAN"
"Myrmecophaga tridactyla","A","TEAMS_YAN"
"Dasypus kappleri","A","TEAMS_YAN"
"Cebus albifrons","A","TEAMS_YAN"
"Herpailurus yagouaroundi","A","TEAMS_YAN"
"Metachirus nudicaudatus","A","TEAMS_YAN"
"Lagothrix cana","A","TEAMS_YAN"
"Cabassous unicinctus","A","TEAMS_YAN"
"Atelocynus microtis","A","TEAMS_YAN"
"Dasypus novemcinctus","B","TEAMS_YAN"
"Didelphis marsupialis","B","TEAMS_YAN"
"Nasua nasua","B","TEAMS_YAN"
"Pecari tajacu","B","TEAMS_YAN"
"Leopardus pardalis","B","TEAMS_YAN"
"Tapirus terrestris","B","TEAMS_YAN"
"Mazama americana","B","TEAMS_YAN"
"Panthera onca","B","TEAMS_YAN"
"Tremarctos ornatus","B","TEAMS_YAN"
"Tamandua tetradactyla","B","TEAMS_YAN"
"Speothos venaticus","B","TEAMS_YAN"
"Coendou prehensilis","C","TEAMS_YAN"
"Saimiri boliviensis","C","TEAMS_YAN"
"Lagothrix lagothricha","C","TEAMS_YAN"
"Conepatus chinga","C","TEAMS_YAN"
"Euryoryzomys macconnelli","C","TEAMS_YAN"
"Alouatta seniculus","C","TEAMS_YAN"
"Sciurus igniventris","C","TEAMS_YAN"
"Plecturocebus discolor","C","TEAMS_YAN"
"Marmosa regina","C","TEAMS_YAN"
"Leopardus colocolo","C","TEAMS_YAN"
"Pithecia inusta","C","TEAMS_YAN"
"Hylaeamys yunganus","C","TEAMS_YAN"
"Didelphis pernigra","C","TEAMS_YAN"
"Priodontes maximus","C","TEAMS_YAN"
"Lagidium viscacia","C","TEAMS_YAN"
"Aotus nigriceps","C","TEAMS_YAN"
"Ateles chamek","C","TEAMS_YAN"
"Bassaricyon alleni","C","TEAMS_YAN"
"Leontocebus leucogenys","C","TEAMS_YAN"
"Tayassu pecari","C","TEAMS_YAN"
"Coendou bicolor","C","TEAMS_YAN"
"Cuniculus taczanowskii","C","TEAMS_YAN"
"Monodelphis peruviana","C","TEAMS_YAN"
"Lycalopex culpaeus","C","TEAMS_YAN"
"Euryoryzomys nitidus","C","TEAMS_YAN"
"Chironectes minimus","C","TEAMS_YAN"
"Hydrochoerus hydrochaeris","C","TEAMS_YAN"
"Lontra longicaudis","C","TEAMS_YAN"
"Saimiri sciureus","A","TEAMS_YAS"
"Cebus albifrons","A","TEAMS_YAS"
"Philander andersoni","A","TEAMS_YAS"
"Sylvilagus brasiliensis","A","TEAMS_YAS"
"Metachirus nudicaudatus","A","TEAMS_YAS"
"Mazama gouazoubira","A","TEAMS_YAS"
"Mazama nemorivaga","B","TEAMS_YAS"
"Mazama americana","B","TEAMS_YAS"
"Dasypus novemcinctus","B","TEAMS_YAS"
"Atelocynus microtis","B","TEAMS_YAS"
"Tapirus terrestris","B","TEAMS_YAS"
"Leopardus pardalis","B","TEAMS_YAS"
"Eira barbara","B","TEAMS_YAS"
"Pecari tajacu","B","TEAMS_YAS"
"Myrmecophaga tridactyla","B","TEAMS_YAS"
"Herpailurus yagouaroundi","B","TEAMS_YAS"
"Didelphis marsupialis","B","TEAMS_YAS"
"Tamandua tetradactyla","B","TEAMS_YAS"
"Nasua nasua","B","TEAMS_YAS"
"Dasypus kappleri","B","TEAMS_YAS"
"Tayassu pecari","B","TEAMS_YAS"
"Procyon cancrivorus","B","TEAMS_YAS"
"Panthera onca","B","TEAMS_YAS"
"Galictis vittata","B","TEAMS_YAS"
"Speothos venaticus","B","TEAMS_YAS"
"Priodontes maximus","B","TEAMS_YAS"
"Puma concolor","B","TEAMS_YAS"
"Leopardus wiedii","B","TEAMS_YAS"
"Choloepus didactylus","B","TEAMS_YAS"
"Coendou prehensilis","C","TEAMS_YAS"
"Saimiri cassiquiarensis","C","TEAMS_YAS"
"Myoprocta pratti","C","TEAMS_YAS"
"Echimys saturnus","C","TEAMS_YAS"
"Mustela africana","C","TEAMS_YAS"
"Euryoryzomys macconnelli","C","TEAMS_YAS"
"Alouatta seniculus","C","TEAMS_YAS"
"Cuniculus paca","C","TEAMS_YAS"
"Sciurus igniventris","C","TEAMS_YAS"
"Cebus yuracus","C","TEAMS_YAS"
"Plecturocebus discolor","C","TEAMS_YAS"
"Cebuella pygmaea","C","TEAMS_YAS"
"Marmosa regina","C","TEAMS_YAS"
"Pattonomys occasius","C","TEAMS_YAS"
"Pithecia napensis","C","TEAMS_YAS"
"Hylaeamys yunganus","C","TEAMS_YAS"
"Leopardus tigrinus","C","TEAMS_YAS"
"Bradypus variegatus","C","TEAMS_YAS"
"Cabassous unicinctus","C","TEAMS_YAS"
"Alouatta juara","C","TEAMS_YAS"
"Coendou ichillus","C","TEAMS_YAS"
"Potos flavus","C","TEAMS_YAS"
"Dasyprocta fuliginosa","C","TEAMS_YAS"
"Bassaricyon alleni","C","TEAMS_YAS"
"Aotus vociferans","C","TEAMS_YAS"
"Dactylomys dactylinus","C","TEAMS_YAS"
"Coendou bicolor","C","TEAMS_YAS"
"Dinomys branickii","C","TEAMS_YAS"
"Leontocebus tripartitus","C","TEAMS_YAS"
"Chironectes minimus","C","TEAMS_YAS"
"Hydrochoerus hydrochaeris","C","TEAMS_YAS"
"Lontra longicaudis","C","TEAMS_YAS"
"Pteronura brasiliensis","C","TEAMS_YAS"
"Sotalia fluviatilis","C","TEAMS_YAS"
